item_no,sku,qty,description,product_family,product_type,product_dimension,ports,port_speed,poe_type,stacking,management,switch_layer,power_consumption,flash_memory,buffer_memory,throughput,latency,management_interface,network_interface,performance_tier,service_category,list_price_usd,street_price_usd,partner_price_usd,warranty_period,support_type,processor,operating_temp,storage_temp,humidity,compliance,package_contents,width,depth,height,weight_kg,availability,end_of_sale,orderability,duration,item_identifier,service_program,sheet,workbook,family,commercial_name,product_line,dimension,subscription_type,offer_type,product_name,wifi_standard,indoor_outdoor,antenna,radios,max_throughput,poe,controller_compat,eol_status,release_year
293,LIC-MS42P-1D,1,EOS Meraki MS42P Enterprise License and Support-1 Day,Switches,Meraki MS License,License,24,10G,PoE+,Yes,License,L2,672,128MB,1MB,100Gbps,3.0μs,"Console, USB, Network",24 x 10G Ethernet,Essential,CORE,2241.82,2093.089010763082,1672.455664822064,Lifetime,24HR,ARM 1.2GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",27.57,37.58,1.79,7.65,In Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,EOS Meraki MS42P Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
289,LIC-MS42P-1YR,1,"EOS Meraki MS42P Enterprise License and Support, 1YR",Switches,Meraki MS License,License,48,1G,PoE++,No,License,L3,490,512MB,4MB,400Gbps,1.5μs,"Console, USB, Network",48 x 1G Ethernet,Performance,CORE,427.49,385.2544595109173,318.4535234256797,1 Year,NBD,x86 1.8GHz,0 to 40°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",39.64,37.31,2.31,13.79,Limited Stock,EoS,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"EOS Meraki MS42P Enterprise License and Support, 1YR",,License,,,,,,,,,,,,
1114,LIC-MS42P-3YR,1,"EOS Meraki MS42P Enterprise License and Support, 3YR",Switches,MS License,License,12,1G,PoE+,Yes,License,L3,1134,256MB,4MB,400Gbps,3.0μs,"Console, USB, Network",12 x 1G Ethernet,Premium,CORE,2675.33,2413.870307633649,1989.350477944188,5 Years,Next Day,ARM 1.5GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",44.47,29.05,2.98,6.65,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"EOS Meraki MS42P Enterprise License and Support, 3YR",,License,,,,,,,,,,,,
291,LIC-MS42P-5YR,1,"EOS Meraki MS42P Enterprise License and Support, 5YR",Switches,Meraki MS License,License,48,Multi-Gig,PoE+,No,License,L2,1137,256MB,4MB,100Gbps,2.0μs,"Console, Network",48 x Multi-Gig Ethernet,Performance,CORE,2883.06,2672.048945357311,2274.127680265079,1 Year,Next Day,x86 1.0GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",44.16,28.04,4.28,13.86,In Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"EOS Meraki MS42P Enterprise License and Support, 5YR",,License,,,,,,,,,,,,
292,LIC-MS42P-7YR,1,"EOS Meraki MS42P Enterprise License and Support, 7YR",Switches,Meraki MS License,License,48,Multi-Gig,PoE+,Yes,License,L2,275,512MB,1MB,400Gbps,2.0μs,"Console, Network",48 x Multi-Gig Ethernet,Premium,CORE,386.35,348.9755408874536,287.3021721189639,Lifetime,4HR,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",28.13,29.73,4.28,11.07,In Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"EOS Meraki MS42P Enterprise License and Support, 7YR",,License,,,,,,,,,,,,
1637,LIC-MS450-12-10YR,1,"Meraki MS450-12 Enterprise License and Support, 10 Year",Switches,MS License,License,12,1G,,No,License,L3,298,256MB,8MB,400Gbps,2.5μs,"Console, USB, Network",12 x 1G Ethernet,Premium,CORE,4632.05,4316.931626623237,3475.6536573629,3 Years,Next Day,ARM 1.5GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",32.03,27,3.2,4.25,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS450-12 Enterprise License and Support, 10 Year",,License,,,,,,,,,,,,
1641,LIC-MS450-12-1D,1,Meraki MS450-12 Enterprise License and Support-1 Day,Switches,MS License,License,12,Multi-Gig,,No,License,L3,537,512MB,1MB,50Gbps,2.0μs,"Console, Network",12 x Multi-Gig Ethernet,Premium,CORE,13839.75,12850.07152171869,10804.99327539204,1 Year,24HR,x86 1.0GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",42.62,22.83,1.56,14.5,Out of Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS450-12 Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
1636,LIC-MS450-12-1YR,1,"Meraki MS450-12 Enterprise License and Support, 1 Year",Switches,MS License,License,12,1G,,No,License,L3,827,256MB,1MB,100Gbps,3.0μs,"Console, Network",12 x 1G Ethernet,Performance,CORE,9496.25,8867.401304937506,7137.147019523281,3 Years,4HR,x86 1.8GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",43.05,38.59,3.64,8.1,Out of Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS450-12 Enterprise License and Support, 1 Year",,License,,,,,,,,,,,,
1638,LIC-MS450-12-3YR,1,"Meraki MS450-12 Enterprise License and Support, 3 Year",Switches,MS License,License,12,10G,,Yes,License,L3,239,64MB,2MB,200Gbps,2.5μs,"Console, USB, Network",12 x 10G Ethernet,Performance,CORE,26058.65,23326.35169353302,20431.79041984735,1 Year,4HR,x86 1.8GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",33.77,25.7,2.18,5.98,Limited Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS450-12 Enterprise License and Support, 3 Year",,License,,,,,,,,,,,,
1639,LIC-MS450-12-5YR,1,"Meraki MS450-12 Enterprise License and Support, 5 Year",Switches,MS License,License,12,10G,,No,License,L2,83,512MB,8MB,400Gbps,2.5μs,"USB, Network",12 x 10G Ethernet,Essential,CORE,6874.75,6283.611464398041,5681.839940088493,5 Years,4HR,x86 1.8GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",33.67,36.74,3.4,8.27,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS450-12 Enterprise License and Support, 5 Year",,License,,,,,,,,,,,,
1640,LIC-MS450-12-7YR,1,"Meraki MS450-12 Enterprise License and Support, 7 Year",Switches,MS License,License,12,Multi-Gig,,No,License,L3,180,128MB,1MB,400Gbps,1.5μs,"Console, USB, Network",12 x Multi-Gig Ethernet,Premium,CORE,14345.06,12429.16278196699,11388.26252679026,Lifetime,NBD,x86 1.8GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",26.82,38.77,1.89,10.58,Out of Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS450-12 Enterprise License and Support, 7 Year",,License,,,,,,,,,,,,
1642,LIC-Z3C-ENT-1D,1,Meraki Z3C Enterprise License and Support-1 Day,Switches,MS License,License,12,Multi-Gig,,Yes,Cloud Managed,L2,825,64MB,4MB,100Gbps,2.0μs,"Console, USB, Network",12 x Multi-Gig Ethernet,Essential,CORE,29572.13,26224.53620464539,20847.87487101418,Lifetime,24HR,ARM 1.5GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",23.48,34.95,3.29,12.05,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki Z3C Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
57,MA-CBL-100G-1M,1,"Meraki 100GbE QSFP Cable, 1 Meter",Switches,Meraki MS Hardware,Accessory,24,1G,,No,On-Prem,L3,855,256MB,2MB,100Gbps,3.0μs,"Console, Network",24 x 1G Ethernet,Essential,CORE,732.39,645.6461543568286,617.6911596193598,1 Year,NBD,ARM 1.2GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",29.93,31.25,3.74,7.75,Out of Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 100GbE QSFP Cable, 1 Meter",,Accessory,,,,,,,,,,,,
58,MA-CBL-100G-1M-O,1,"Meraki 100GbE QSFP Cable, 1 Meter",Switches,Meraki MS Hardware,Accessory,8,Multi-Gig,,No,Cloud Managed,L3,1090,512MB,2MB,200Gbps,2.0μs,"Console, Network",8 x Multi-Gig Ethernet,Essential,CORE,2806.46,2510.311001314724,2287.326094062147,Lifetime,24HR,x86 1.0GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",28.73,21.94,1.21,10.55,Out of Stock,EoL,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 100GbE QSFP Cable, 1 Meter",,Accessory,,,,,,,,,,,,
59,MA-CBL-100G-3M,1,"Meraki 100GbE QSFP Cable, 3 Meter",Switches,Meraki MS Hardware,Accessory,48,1G,,No,Cloud Managed,L2,269,512MB,1MB,100Gbps,1.5μs,"Console, USB, Network",48 x 1G Ethernet,Performance,CORE,449.74,423.0054903254688,371.3893179243907,1 Year,4HR,x86 1.8GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",44.37,33.91,2.44,14.8,Out of Stock,EoL,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 100GbE QSFP Cable, 3 Meter",,Accessory,,,,,,,,,,,,
896,MA-CBL-100G-3M-O,1,"Meraki 100GbE QSFP Cable, 3 Meter",Switches,MS Accessory,Accessory,12,1G,,No,On-Prem,L3,428,256MB,2MB,100Gbps,3.0μs,"Console, Network",12 x 1G Ethernet,Performance,CORE,1176.98,1022.790489168271,901.6160112048948,1 Year,4HR,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",25.31,32,1.79,6.72,In Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 100GbE QSFP Cable, 3 Meter",,Accessory,,,,,,,,,,,,
55,MA-CBL-100G-50CM,1,"Meraki 100GbE QSFP Cable, 0.5 Meter",Switches,Meraki MS Hardware,Accessory,12,Multi-Gig,,Yes,On-Prem,L2,629,64MB,8MB,400Gbps,2.5μs,"Console, USB, Network",12 x Multi-Gig Ethernet,Performance,CORE,216.08,190.8384228111932,158.4940776127559,5 Years,24HR,ARM 1.5GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",32.95,25.9,2.48,10.09,In Stock,EoL,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 100GbE QSFP Cable, 0.5 Meter",,Accessory,,,,,,,,,,,,
56,MA-CBL-100G-50CM-O,1,"Meraki 100GbE QSFP Cable, 0.5 Meter",Switches,Meraki MS Hardware,Accessory,12,1G,,Yes,Controller,L3,63,64MB,2MB,200Gbps,2.5μs,"Console, USB, Network",12 x 1G Ethernet,Performance,CORE,437.18,391.0301477672083,364.1718296027609,5 Years,Next Day,x86 1.8GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",37.59,37.6,1.4,5.46,Out of Stock,Active,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 100GbE QSFP Cable, 0.5 Meter",,Accessory,,,,,,,,,,,,
838,MA-CBL-120G-1M,1,"Meraki MS390 120G Data-Stack Cable, 1 meter",Switches,MS Accessory,Accessory,12,10G,,No,Cloud Managed,L2,610,128MB,1MB,50Gbps,2.0μs,"Console, USB, Network",12 x 10G Ethernet,Performance,CORE,1295.26,1111.661158612444,956.4084033076466,5 Years,24HR,ARM 1.2GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",24.68,33.54,2.89,14.51,Out of Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS390 120G Data-Stack Cable, 1 meter",,Accessory,,,,,,,,,,,,
833,MA-CBL-120G-3M,1,"Meraki MS390 120G Data-Stack Cable, 3 meter",Switches,MS Accessory,Accessory,12,Multi-Gig,,Yes,Cloud Managed,L3,599,256MB,2MB,200Gbps,2.0μs,"Console, USB, Network",12 x Multi-Gig Ethernet,Performance,CORE,4725.63,4226.928868747831,3678.444693381992,5 Years,24HR,ARM 1.2GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",42.39,35.04,1.29,5.04,Out of Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS390 120G Data-Stack Cable, 3 meter",,Accessory,,,,,,,,,,,,
161,MA-CBL-120G-50CM,1,"Meraki MS390 120G Data-Stack Cable, 50 centimeter",Switches,Meraki MS Hardware,Accessory,12,Multi-Gig,,Yes,On-Prem,L3,593,512MB,2MB,100Gbps,3.0μs,"Console, Network",12 x Multi-Gig Ethernet,Performance,CORE,6888.02,6213.34792667635,5123.025847856029,5 Years,24HR,ARM 1.5GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",40.4,20.08,2.46,9.73,In Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS390 120G Data-Stack Cable, 50 centimeter",,Accessory,,,,,,,,,,,,
76,MA-CBL-40G-1M,1,"Meraki 40GbE QSFP Cable, 1 Meter",Switches,Meraki MS Hardware,Accessory,48,10G,,No,Controller,L3,668,128MB,2MB,50Gbps,3.0μs,"Console, USB, Network",48 x 10G Ethernet,Premium,CORE,650.74,588.5089518492518,497.3754253266191,Lifetime,Next Day,ARM 1.2GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",32.13,21.99,3.96,10.54,Limited Stock,EoL,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 40GbE QSFP Cable, 1 Meter",,Accessory,,,,,,,,,,,,
77,MA-CBL-40G-3M,1,"Meraki 40GbE QSFP Cable, 3 Meter",Switches,Meraki MS Hardware,Accessory,12,Multi-Gig,,Yes,On-Prem,L2,132,128MB,2MB,200Gbps,2.5μs,"Console, Network",12 x Multi-Gig Ethernet,Performance,CORE,13747.14,12838.04369891716,10850.90361199684,Lifetime,24HR,x86 1.8GHz,0 to 40°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",33.11,23.18,4.66,12.75,In Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 40GbE QSFP Cable, 3 Meter",,Accessory,,,,,,,,,,,,
75,MA-CBL-40G-50CM,1,"Meraki 40GbE QSFP Cable, 0.5 Meter",Switches,Meraki MS Hardware,Accessory,24,1G,,No,Cloud Managed,L3,565,256MB,2MB,200Gbps,1.5μs,"Console, Network",24 x 1G Ethernet,Essential,CORE,810.28,728.3633040640002,623.3873974012776,Lifetime,24HR,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",25.37,35.69,4.32,11.47,In Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 40GbE QSFP Cable, 0.5 Meter",,Accessory,,,,,,,,,,,,
171,MA-CBL-SPWR-150CM,1,"Meraki MS390 Power-Stack Cable, 150 centimeter",Switches,Meraki MS Hardware,Accessory,8,1G,PoE+,Yes,Controller,L3,228,512MB,4MB,100Gbps,1.5μs,"Console, USB, Network",8 x 1G Ethernet,Essential,CORE,221.1,198.0900682689596,185.0676045303668,Lifetime,24HR,x86 1.0GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",16.83,28.51,1.63,5.02,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS390 Power-Stack Cable, 150 centimeter",,Accessory,,,,,,,,,,,,
172,MA-CBL-SPWR-30CM,1,"Meraki MS390 Power-Stack Cable, 30 centimeter",Switches,Meraki MS Hardware,Accessory,24,Multi-Gig,UPOE,Yes,Cloud Managed,L2,610,128MB,2MB,50Gbps,3.0μs,"Console, USB, Network",24 x Multi-Gig Ethernet,Performance,CORE,1620.56,1478.289750270946,1162.450771494623,5 Years,Next Day,ARM 1.5GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",26.61,27.01,2.49,3.11,Out of Stock,EoL,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS390 Power-Stack Cable, 30 centimeter",,Accessory,,,,,,,,,,,,
857,MA-CBL-TA-1M,1,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 1 Meter",Switches,MS Accessory,Accessory,8,10G,,No,Cloud Managed,L2,709,128MB,2MB,100Gbps,2.0μs,"Console, Network",8 x 10G Ethernet,Premium,CORE,1403.28,1332.104214756268,1166.133590193247,5 Years,24HR,x86 1.8GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",25.52,35.33,1.64,5.15,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 1 Meter",,Accessory,,,,,,,,,,,,
48,MA-CBL-TA-1M-O,1,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 1 Meter",Switches,Meraki MS Hardware,Accessory,12,10G,,No,Cloud Managed,L2,679,128MB,2MB,50Gbps,2.0μs,"Console, USB, Network",12 x 10G Ethernet,Essential,CORE,2802.69,2597.324379873663,1997.251535934533,1 Year,NBD,ARM 1.5GHz,0 to 40°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",27.52,21.42,1.75,13.22,In Stock,EoL,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 1 Meter",,Accessory,,,,,,,,,,,,
844,MA-CBL-TA-3M,1,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 3 Meter",Switches,MS Accessory,Accessory,24,Multi-Gig,,No,Cloud Managed,L3,801,64MB,4MB,100Gbps,2.0μs,"Console, USB, Network",24 x Multi-Gig Ethernet,Premium,CORE,12893.45,11201.96777254367,10210.27977485,3 Years,NBD,ARM 1.2GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",16.69,30.26,1.06,3.81,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 3 Meter",,Accessory,,,,,,,,,,,,
50,MA-CBL-TA-3M-O,1,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 3 Meter",Switches,Meraki MS Hardware,Accessory,48,Multi-Gig,,No,On-Prem,L3,1152,512MB,2MB,200Gbps,1.5μs,"USB, Network",48 x Multi-Gig Ethernet,Premium,CORE,2440.89,2154.081230405589,1942.240768100674,1 Year,Next Day,ARM 1.5GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",28.64,26.18,3.41,2.36,Limited Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 3 Meter",,Accessory,,,,,,,,,,,,
839,MA-FAN-16K,1,"Meraki Front-to-Back Fan, 16K RPM",Switches,MS Accessory,Accessory,8,10G,,No,Cloud Managed,L2,969,64MB,8MB,50Gbps,2.5μs,"Console, Network",8 x 10G Ethernet,Performance,CORE,798.3,689.6426611544376,598.356860280118,Lifetime,Next Day,x86 1.0GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",15.09,35.41,2.15,8.76,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Front-to-Back Fan, 16K RPM",,Accessory,,,,,,,,,,,,
170,MA-FAN-16K2,1,Meraki MS390 Fan,Switches,Meraki MS Hardware,Accessory,24,Multi-Gig,,No,Cloud Managed,L3,843,256MB,4MB,200Gbps,2.0μs,"Console, USB, Network",24 x Multi-Gig Ethernet,Premium,CORE,167.08,149.8184013849221,132.5608028033748,5 Years,4HR,x86 1.8GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",21.27,30.9,4.02,4.58,Out of Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS390 Fan,,Accessory,,,,,,,,,,,,
840,MA-FAN-18K,1,"Meraki Front-to-Back Fan, 18K RPM",Switches,MS Accessory,Accessory,8,Multi-Gig,,Yes,Cloud Managed,L2,621,256MB,4MB,400Gbps,2.0μs,"Console, USB, Network",8 x Multi-Gig Ethernet,Performance,CORE,88.72,81.42371883271717,70.4704887034457,1 Year,24HR,x86 1.0GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",36.4,28.23,3.79,6.15,Out of Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Front-to-Back Fan, 18K RPM",,Accessory,,,,,,,,,,,,
837,MA-MNT-MID-1,1,Meraki MS225 and MS250 Mid-Mount Kit,Switches,MS Accessory,Accessory,8,10G,,Yes,Controller,L2,50,64MB,8MB,50Gbps,2.0μs,"Console, Network",8 x 10G Ethernet,Premium,CORE,1531.57,1410.632995153943,1120.051643888665,5 Years,24HR,ARM 1.2GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",19.84,28.52,2.11,12.81,In Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS225 and MS250 Mid-Mount Kit,,Accessory,,,,,,,,,,,,
828,MA-MOD-2X40G,1,Meraki MS390 2x40GE Module,Switches,MS Accessory,Accessory,24,10G,,Yes,On-Prem,L3,719,64MB,1MB,200Gbps,2.5μs,"Console, USB, Network",24 x 10G Ethernet,Essential,CORE,3128.17,2940.645156140199,2281.707083274812,1 Year,24HR,ARM 1.2GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",43.92,25.26,3.96,3.49,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS390 2x40GE Module,,Accessory,,,,,,,,,,,,
169,MA-MOD-8X10G,1,Meraki MS390 8x10GE Module,Switches,Meraki MS Hardware,Accessory,8,10G,,No,On-Prem,L2,566,128MB,4MB,400Gbps,3.0μs,"USB, Network",8 x 10G Ethernet,Essential,CORE,1827.84,1555.699168315342,1443.420224132266,3 Years,Next Day,x86 1.8GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",43.35,27.92,3.04,11.5,In Stock,EoL,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS390 8x10GE Module,,Accessory,,,,,,,,,,,,
174,MA-PWR-100WAC-A,1,Meraki MX75 Replacement Power Adapter (100 WAC),Switches,Meraki MS Hardware,Accessory,12,Multi-Gig,PoE+,Yes,Controller,L3,546,64MB,8MB,400Gbps,2.5μs,"Console, USB, Network",12 x Multi-Gig Ethernet,Performance,CORE,16037.29,14443.00174603067,13216.73174977159,3 Years,Next Day,x86 1.0GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",20.92,20.56,4.14,7.57,Limited Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MX75 Replacement Power Adapter (100 WAC),,Accessory,,,,,,,,,,,,
853,MA-PWR-1025WAC,1,Meraki 1025WAC PSU,Switches,MS Accessory,Accessory,48,Multi-Gig,UPOE,No,Controller,L2,812,512MB,8MB,200Gbps,1.5μs,"USB, Network",48 x Multi-Gig Ethernet,Premium,CORE,8.37,7.276587014482664,6.972236808396034,3 Years,24HR,x86 1.0GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",38.68,29.55,2.64,14.61,Limited Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki 1025WAC PSU,,Accessory,,,,,,,,,,,,
